year of exhibition,age at the time,name,birthyear,birthplace city,birthplace state,work place city,work place state,work place 2,work place 2 state or country
2000,35,Robin Bernat,1965,Monroe,Ill.,Atlanta,georgia,,
2000,46,Joseph Havel,1954,Minneapolis,minnesota,Houston,texas,,
2000,36,Laurie Reid,1964,Minneapolis,minnisota,Berkeley,Calif.,,
2000,35,Rolf Belgum,1965,Minneapolis,minnisota,Minneapolis,minnisota,,
2000,27,Sadie Benning,1973,Milwaukee,wisconsin,Chicago,ill,,
2000,40,Mark Amerika,1960,Miami,florida,Boulder,Colo.,,
2000,59,Suzan Frecon,1941,Mexico,mexico,New York,new york,,
2000,39,Inigo Manglano-Ovalle,1961,Madrid,spain,Chicago,il,,
2000,63,Luis Camnitzer,1937,Lübeck,Germany,Great Neck,N.Y.,,
2000,37,John F. Simon Jr.,1963,Louisiana,Louisiana,New York,New York,,
2000,80,John Coplans,1920,London,england,new york,new york,,
2000,38,Jem Cohen,1962,Kabul,Afghanistan,Brooklyn,New York,,
2000,47,Dawoud Bey,1953,Jamaica,Queens,Chicago,il,,
2000,34,Michael Joo,1966,Ithaca,N.Y.,New York,new york,,
2000,30,Ben Benjamin,1970,Indianapolis,indiana,San Francisco,california,,
2000,34,Kurt Kauper,1966,Indianapolis,indiana,Brooklyn,new york,,
2000,34,Paul Pfeiffer,1966,Honolulu,hawaii,New York,New York,,
2000,52,Errol Morris,1948,Hewitt,N.Y.,Cambridge,Mass.,,
2000,31,Vanessa Beecroft,1969,Genoa,Italy,New York,New York,,
2000,31,Chris Verene,1969,Galesburg,Ill.,Atlanta,georgia,,
2000,41,Yukinori Yanagi,1959,Fukuoka,Japan,New York,New York,,
2000,43,Cai Guo-Qiang,1957,Fujian Province,China,New York,New York,,
2000,31,Brian Fridge,1969,Fort Worth,texas,fort worth,texas,,
2000,57,Vernon Fisher,1943,Fort Worth,texas,fort worth,texas,,
2000,29,Jeremy Blake,1971,Fort Sill,Okla.,new york,new york,,
2000,29,Kojo Griffin,1971,Farmville,virginia,Atlanta,georgia,,
2000,31,Lew Baldwin,1969,East Brunswick,N.J.,San Francisco,california,,
2000,32,Theresa Duncan,1968,Detroit and,michigan,new york,new york,,
2000,49,Nic Nicosia,1951,Dallas,texas,Dallas,texas,,
2000,48,Les LeVeque,1952,Cortex,Calif.,New York,New York,,
2000,51,Kay Rosen,1949,Corpus Christi,Tex.,Gary,Ind.,,
2000,29,Jennifer Reeder,1971,Columbus,Ohio,Chicago,ill,,
2000,64,Hans Haacke,1936,Cologne,Germany,New York,New York,,
2000,57,Joseph Marioni,1943,Cincinnati,ohio,New York,new york,,
2000,38,Yvonne Welbon,1962,Chicago,Ill.,Chicago,Ill.,,
2000,33,Walid Ra'ad,1967,Chbanieh,Lebanon,Brooklyn,new York,,
2000,37,Ghada Amer,1963,Cairo,egypt,New York,New York,,
2000,27,Leandro Erlich,1973,Buenos Aires,argentina,Houston,texas,,
2000,47,Silvia Kolbowski,1953,Bueno Aires,argentina,New York,New York,,
2000,54,Annette Weintraub,1946,Brooklyn,New York,New York,New York,,
2000,53,Louise Lawler,1947,Bronxville,N.Y.,New York,New York,,
2000,38,John Currin,1962,Boulder,Colo.,New York,New York,,
2000,36,Elisabeth Subrin,1964,Boston,Mass.,Brooklyn,new York,,
2000,34,Josiah McElheny,1966,Boston,mass.,Seattle,washington,,
2000,31,Sarah Sze,1969,Boston,Mass.,Brooklyn,New York,,
2000,26,Harmony Korine,1974,Bolinas,Calif.,New York,New York,,
2000,49,Thornton Dial,1951,Birmingham,Ala.,Besemer,Ala.,,
2000,39,Ken Goldberg,1961,Bethlehem,Pa.,Berkeley,Calif.,,
2000,32,Rebecca Baron,1968,Baltimore,maryland,New York,New York,,
2000,32,Dara Friedman,1968,Bad Kreuznach,Germany,Miami,fl,,
2002,50,keith sanborn,1952,wichita,kansas,brooklyn,new york,,
2002,32,jennifer zackin,1970,waterbury,connecticut,brooklyn,new york,,
2002,43,bruce mcClure,1959,washington DC,washington DC,brooklyn,new york,,
2002,35,margaret kilgallen,1967,washington DC,washington DC,san francisco,california,,
2002,38,robert nideffer,1964,ventura,california,los angeles,california,,
2002,28,chemi rosado seijo,1974,vega alta,puerto rico,san juan,puerto rico,,
2002,35,lisa jevbratt,1967,vaxholm,sweden,san jose,california,,
2002,50,bosmat alon,1952,tel aviv,isarel,jerusalem,isarel,,
2002,45,kim sooja,1957,taegu,korea,new york,new york,,
2002,50,mark lapore,1952,tacoma,washington,chestnut hill, massachusetts,,
2002,41,mark napier,1961,springfield,new jersey,new york,new york,,
2002,46,john zurier,1956,santa monica,california,berkeley,california,,
2002,59,andrew noren,1943,santa fe,new mexico,holmdel,new jersey,,
2002,47,christian marclay,1955,san rafael,california,new york,new york,,
2002,35,christian farrell,1967,san leandro,california,san francisco,california,,
2002,36,javier cambre,1966,san juan,puerto rico,queens,new york,,
2002,34,chris johanson,1968,san jose,california,San Francisco,california,,
2002,28,brian frye,1974,san francisco,california,new york,new york,,
2002,31,luis recoder,1971,san francisco,california,new york,new york,,
2002,42,tim hawkinson,1960,san francisco,california,los angeles,california,,
2002,40,karin campbell,1962,san diego,california,brooklyn,new york,,
2002,48,leighton pierce,1954,rochester,new york,iowa city,iowa,,
2002,64,vija celmins,1938,riga,latvia,new york,new york,,
2002,46,tony cokes,1956,richmond,virginia,providence,rhode island,,
2002,62,steina,1940,reykjavik,iceland,santa fe,new york,,
2002,37,john klima,1965,redondo beach,california,brooklyn,new york,,
2002,45,irit batsry,1957,ramat-Gan,isarel,new york,new york,,
2002,38,brian tolle,1964,queens,new york,new york,new york,,
2002,36,janine gordon,1966,queens,new york,brooklyn,new york,,
2002,49,joe gibbons,1953,providence,rhode island,new york,new york,,
2002,33,john leanos,1969,pomona,california,san francisco,california,,
2002,37,jeff warrin,1965,plainfield,new jersey,san francisco,california,,
2002,50,ken feingold,1952,pittsburgh,pennsylvania,new york,new york,,
2002,48,peggy ahwesh,1954,pittsburgh,pennsylvania,brooklyn,new york,,
2002,60,alfred guzzetti,1942,philadelphia,pennsylvania,brookline,massachusets,,
2002,37,robert lazzarini,1965,parsippany,new jersey,new york,new york,,
2002,34,stephen dean,1968,paris,france,brooklyn,new york,,
2002,37,julie moos,1965,ottawa,ontario,birmingham,alabama,,
2002,27,stom sogo,1975,osaka,japan,san francisco,california,,
2002,35,chris ware,1967,omaha,nebraska,chicago,illinois,,
2002,28,trenton doyle hancock,1974,oklahoma city,oklahoma,houston,texas,,
2002,50,peter williams,1952,nyack,new york,detroit,michigan,,
2002,48,kiki smith,1954,nuremberg,germany,new york,new york,,
2002,47,william pope.l,1955,newark,new jersey,lewiston,maine,,
2002,40,anne walsh,1962,new york,new york,los angeles,california,,
2002,39,collier schorr,1963,new york,new york,brooklyn,new york,,
2002,56,fred worden,1946,new york,new york,silver spring,maryland,,
2002,69,ken jacobs,1933,new york,new york,new york,new york,,
2002,34,marina rosenfeld,1968,new york,new york,brooklyn,new york,,
2002,60,meredith monk,1942,new york,new york,new york,new york,,
2002,65,peter campus,1937,new york,new york,east patchogue,new york,,
2002,48,phil solomon,1954,new york,new york,broomfield,colorado,,
2002,36,rachel harrison,1966,new york,new york,brooklyn,new york,,
2002,36,roxy paine,1966,new york,new york,new york,new york,,
2002,38,stephen vitiello,1964,new york,new york,new york,new york,,
2002,35,yael kanarek,1967,new york,new york,new york,new york,,
2002,49,gerry snyder,1953,nampa,idaho,santa fe,new mexico,,
2002,33,mary flanagan,1969,milwaukee,wisconsin,eugene,oregon,,
2002,49,scott stark,1953,milwaukee,wisconsin,san francisco,california,,
2002,32,sanford biggers,1970,los angeles,california,new york,new york,,
2002,30,james buckhouse,1972,logan,utah,San Francisco,california,,
2002,38,susan black ,1964,litchfield,connecticut,brooklyn,new york,,
2002,62,lebbeus woods,1940,lansing,michigan,brooklyn,new york,,
2002,35,evan holloway,1967,la irada,california,los angeles,california,,
2002,56,maryanne amacher,1946,kane,pennsylvania,kingston,new york,,
2002,36,chan chao,1966,kalemyo,burma,washington DC,washington DC,,
2002,42,vera lutter,1960,kaiserslautern,germany,new york,new york,,
2002,30,omer fast,1972,jerusalem,isarel,new york,new york,,
2002,39,tirtza even,1963,jerusalem,isarel,new york,new york,,
2002,30,luis gispert,1972,jersey city,new jersey,brooklyn,new york,,
2002,59,lauretta vinciarelli,1943,italy,italy,new york,new york,,
2002,33,vincent fecteau,1969,islip,new york,San Francisco,california,,
2002,34,christian jankowski,1968,gottingen,germany,berlin,germany,,
2002,37,peter sarkisian,1965,glendale,california,santa fe,new mexico,,
2002,39,erwin redl,1963,gfohl,austria,new york,new york,,
2002,41,judith schaechter,1961,gainesville,florida,philadelphia,pennsylvania,,
2002,31,jeremy blake,1971,fort sill,oklahoma,new york,new york,,
2002,44,zoe beloff,1958,edinburgh,scotland,new york,new york,,
2002,29,seth price,1973,east jerusalem,isarel,long island city,new york,,
2002,32,conor mcGrady,1970,downpatrick,northern ireland,chicago,illinois,,
2002,66,dennis hopper,1936,dodge city,kansas,los angeles,california,,
2002,53,anne wilson,1949,detroit,michigan,evanston,illinois,,
2002,32,chris kubick,1970,detroit,michigan,los angeles,california,,
2002,58,peter hutton,1944,detroit,michigan,annandale on hudson,new york,,
2002,25,glen fogel,1977,denver,colorado,brooklyn,new york,,
2002,37,keith evans,1965,columbus,ohio,san francisco,california,,
2002,30,josh on,1972,christchurch,new zealand,san francisco,california,,
2002,42,hirsh perlman,1960,chicago,illinois,los angeles,california,,
2002,46,jim campbell,1956,chicago,illinois,San Francisco,california,,
2002,35,keith edmier,1967,chicago,illinois,new york,new york,,
2002,35,walid ra'ad,1967,chbanieh,lebanon,brooklyn,new york,,
2002,43,arturo herrera,1959,caracas,venezuela,new york,new york,,
2002,72,margot lovejoy,1930,campbellton,new brunswick,queens,new york,,
2002,42,lorna simpson,1960,brooklyn,new york,brooklyn,new york,,
2002,none,tracie morris,none,brooklyn,new york,brooklyn,new york,,
2002,53,robert beavers,1949,brookline,massachusetts,zumikon,switzerland,,
2002,41,gregor asch,1961,boston,massachusetts,brooklyn,new york,,
2002,39,yun-fei ji,1963,beijing,china,brooklyn,new york,,
2002,28,miranda july,1974,barre,vermont,portland,oregon,,
2002,66,rosie lee tompkins,1936,arkansas,arkansas,richmond,california,,
2002,27,benjamin fry,1975,ann arbor,michigan,boston,massachusets,,
2002,31,david Gatten,1971,ann arbor,michigan,ithaca,new york,,
2002,33,robert fenz,1969,ann arbor,michigan,los angeles,california,,
2002,37,zhang huan,1965,an yang city,china,queens,new york,,
2002,45,ari marcopoulos,1957,amsterdam,netherlands,sonoma,california,,
2002,31,richard chartier,1971,alexandria,virginia,arlington,virginia,,
2002,53,diane kitchen,1949,akron,ohio,brown deer,wisconsin,,
2002,45,ouattara watts,1957,abidjan,ivory coast,new york,new york,,
2004,39,andrea bowers,1965,wilmington,ohio,los angeles,california,,
2004,30,aida ruilova,1974,wheeling,west virginia,new york,new york,,
2004,45,Bruce McClure,1959,washington DC,washington DC,brooklyn,new york,,
2004,37,deborah stratman,1967,washington DC,washington DC,chicago,illinois,,
2004,33,jeremy blake,1971,washington DC,washington DC,los angeles,california,,
2004,62,morgan fisher,1942,washington DC,washington DC,Santa Monica,california,,
2004,30,brody condon,1974,tuxpan,mexico,los angeles,california,,
2004,47,raymond pettibon,1957,tucson,arizona,hermosa beach,california,,
2004,32,milena muzquiz,1972,tijuana,mexico,los angeles,california,,
2004,31,sue de beer,1973,tarrytown,new york,brooklyn,new york,,
2004,28,zak smith,1976,syracuse,new york,new york,new york,,
2004,32,chloe piene,1972,stamford,connecticut,new york,new york,,
2004,58,anthony mcCall,1946,St.Paul's Cray,england,new york,new york,,
2004,42,virgil marti,1962,st. louis,missouri,philadelphia,pennsylvania,,
2004,47,jim hodges,1957,spokane,washington,new york,new york,,
2004,36,joan leandre,1968,snt. counpalm,spain,barcelona,spain,,
2004,39,yutaka sone,1965,shizuoka,japan,los angeles,california,,
2004,82,jonas mekas,1922,semeniskiai,lithuania,new york,new york,,
2004,34,cameron martin,1970,seattle,washington,brooklyn,new york,,
2004,39,t.j. wilcox,1965,seattle,washington,new york,new york,,
2004,27,wynne greenwood,1977,seattle,washington,brooklyn,new york,,
2004,48,fred tomaselli,1956,santa monica,california,brooklyn,new york,,
2004,37,harrell fletcher,1967,santa maria,california,portland,oregon,,
2004,61,andrew noren,1943,santa fe,new mexico,holmdel,new jersey,,
2004,43,catherine opie,1961,sandusky,ohio,los angeles,california,,
2004,40,dave muller,1964,san francisco,california,los angeles,california,,
2004,33,lecia dole-recio,1971,san francisco,california,los angeles,california,,
2004,33,luis recoder,1971,san francisco,california,new york,new york,,
2004,29,slater bradley,1975,san francisco,california,brooklyn,new york,,
2004,32,dario robleto,1972,san antonio,texas,san antonio,texas,,
2004,59,Paul McCarthy,1945,Salt Lake City,Utah,los angeles,california,,
2004,34,katie grinnan,1970,richmond,virginia,los angeles,california,,
2004,30,noemie laFrance,1974,reviere du loup,canada,new york,new york,,
2004,34,anne-Marie Schleiner,1970,providence,rhode island,boulder,colorado,,
2004,30,amy cutler,1974,poughkeepsie,new york,brooklyn,new york,,
2004,36,sandra gibson,1968,portland,oregon,new york,new york,,
2004,64,mel bochner,1940,pittsburgh,pennsylvania,new york,new york,,
2004,32,erick swenson,1972,phoenixville,pennsylvania,dallas,texas,,
2004,37,julianne swartz,1967,phoenix,arizona,new york,new york,,
2004,31,barnaby furnas,1973,philadelphia,pennsylvania,brooklyn,new york,,
2004,43,jim trainor,1961,philadelphia,pennsylvania,chicago,illinois,,
2004,35,liisa roberts,1969,paris,france,helsinki,finland,,
2004,55,richard prince,1949,panama canal zone,panama canal,rensselaerville,new york,,
2004,45,taylor davis,1959,palm springs,california,Boston,massachusets,,
2004,44,maurizio cattelan,1960,padua,italy,new york,new york,,
2004,27,robyn o'Neil,1977,omaha,nebraska,houston,texas,,
2004,47,james siena,1957,oceanside,california,new york,new york,,
2004,40,sharon lockhart,1964,norwood,massachusetts,los angeles,california,,
2004,67,robert mangold,1937,north tonawanda,new york,washingtonville,new york,,
2004,28,james fotopoulos,1976,norridge,illinois,Chicago,illinois,,
2004,32,golan levin,1972,new york,new york,pittsburgh,pennsylvania,,
2004,39,pip chodorov,1965,new york,new york,paris,france,,
2004,49,roni horn,1955,new york,new york,new york,new york,,
2004,42,spencer finch,1962,new haven,connecticut,brooklyn,new york,,
2004,41,tom burr,1963,new haven,connecticut,new york,new york,,
2004,52,dike blair,1952,new castle,pennsylvania,new york,new york,,
2004,30,david altmejd,1974,montreal,canada,new york,new york,,
2004,59,jack goldstein,1945,montreal,canada,san bernardino,california,,
2004,35,alec soth,1969,minneapolis,minnesota,minneapolis,minnesota,,
2004,36,rob fischer,1968,minneapolis,minnesota,brooklyn,new york,,
2004,26,hernan bas,1978,miami,florida,miami,florida,,
2004,75,yayoi kusama,1929,matsumoto,japan,tokyo,japan,,
2004,32,ernesto caivano,1972,madrid,spain,new york,new york,,
2004,37,aleksandra mir,1967,lublin,poland,new york,new york,,
2004,28,mathew ronay,1976,louisville,kentucky,brooklyn,new york,,
2004,36,catherine sullivan,1968,los angeles,california,los angeles,california,,
2004,31,eric wesley,1973,los angeles,california,los angeles,california,,
2004,32,glenn kaino,1972,los angeles,california,los angeles,california,,
2004,34,liz craft,1970,los angeles,california,los angeles,california,,
2004,35,cecily brown,1969,london,england,new york,new york,,
2004,43,eve sussman,1961,london,england,brooklyn,new york,,
2004,44,isaac julien,1960,london,england,London,England,,
2004,38,tam van tran,1966,kontum,vietnam,redondo beach,california,,
2004,71,stan brakhage,1933,kansas city,missouri,victoria,canada,,
2004,31,banks violette,1973,ithaca,new york,new york,new york,,
2004,35,mark handforth,1969,hong kong,hong kong,miami,florida,,
2004,32,wade guyton,1972,hammond,indiana,new york,new york,,
2004,41,olav westphalen,1963,hamburg,germany,brooklyn,new york,,
2004,31,kim fisher,1973,hackensack,new jersey,los angeles,california,,
2004,63,mary kelly,1941,fort dodge,IA,los angeles,california,,
2004,52,bradley eros,1952,fairfield,illinois,brooklyn,new york,,
2004,34,laura owens,1970,euclid,ohio,los angeles,california,,
2004,43,julie murray,1961,dublin,ireland,new york,new york,,
2004,49,amy sillman,1955,detroit,michigan,new york,new york,,
2004,31,julie atlas muz,1973,detroit,missouri,new york,new york,,
2004,60,peter hutton,1944,detroit,michigan,annandale-on-hudson,new york,,
2004,38,sam green,1966,detroit,michigan,San Francisco,california,,
2004,39,elizabeth peyton,1965,danbury,connecticut,new york,new york,,
2004,35,jim o'rourke,1969,chicago,illinois,brooklyn,new york,,
2004,26,cory arcangel,1978,buffalo,new york,brooklyn,new york,,
2004,36,laylah ali,1968,buffalo,new york,williamstown,massachusets,,
2004,38,martiniano lopez crozet,1966,buenos aires,argentina,los angeles,california,,
2004,35,santiago cucullu,1969,buenos aires,argentina,milwaukee,wisconsin,,
2004,51,robert longo,1953,brooklyn,new york,new york,new york,,
2004,74,alex hay,1930,brandon,florida,bisbee,arizona,,
2004,67,david hockney,1937,bradford,england,los angeles,california,,
2004,44,sam durant,1960,boston,massachussets,los angeles,california,,
2004,35,terence koh,1969,beijing,china,new york,new york,,
2004,30,miranda july,1974,barre,vermont,los angeles,california,,
2004,35,katy grannan,1969,arlington,massachussets,brooklyn,new york,,
2004,32,christian holstad,1972,anaheim,california,brooklyn,new york,,
2004,34,julie mehretu,1970,addis ababa,ethiopia,new york,new york,,
2006,64,dan graham,1942,urbana,illinois,new york,new york,,
2006,48,Amy Blakemore,1958,tulsa,oklahoma,houston,texas,,
2006,79,Kenneth Anger,1927,santa monica,california,hollywood,california,,
2006,32,Jennifer Allora,1974,philadelphia,pennsylvania,san juan,puerto rico,,
2006,36,Carter,1970,norwich,connecticut,new york,new york,,
2006,47,Lori Cheatle,1959,niagara falls,new york,brooklyn,new york,,
2006,60,Billy Sullivan,1946,new york,new york,new york,new york,,
2006,37,Daisy Wright,1969,new york,new york,new york,new york,,
2006,71,Ira Cohen,1935,new york,new york,new york,new york,,
2006,49,Tony Oursler ,1957,new york,new york,new york,new york,,
2006,64,James Benning,1942,milwaukee,wisconsin,val verde,california,,
2006,36,Anne Collier,1970,los angeles,california,new york,new york,,
2006,45,Mark Bradford,1961,los angeles,california,los angeles,california,,
2006,27,Dan Colen,1979,leonia,new jersey,new york,new york,,
2006,52,Troy Brauntuch,1954,jersey city,new jersey,austin,texas,,
2006,33,Dawolu Jabari Anderson,1973,houston,texas,houston,texas,,
2006,33,Jamal Cyrus,1973,houston,texas,houston,texas,,
2006,33,Paul Chan,1973,hong kong,hong kong,new york,new york,,
2006,35,Guillermo Calzadilla,1971,havana,cuba,san juan,puerto rico,,
2006,35,Anthony Burdin,1971,encino,california,,california,,
2006,43,Louise Bourque,1963,edmundston New Brunswick,canada,malden,ma,,
2006,31,Christina Battle,1975,edmonton,canada,toronto,canada,,
2006,66,Tony Conrad,1940,concord,new hampshire,buffalo,new york,,
2006,63,George Butler,1943,chester,england,holderness,new hampshire,,
2006,57,Dominic Angerame,1949,albany,new york,san francisco,california,,
2006,57,rodney graham,1949,abbotsford,canada,vancouver,canada,,
2008,35,Stuart Bailey,1973,york,england,new york,new york,,
2008,39,Javier Tellez,1969,valencia,vennezuela,new york,new york,,
2008,38,Gretchen Skogerson,1970,teaneck,new jersey,new york,new york,,
2008,32,Mitzi Pederson,1976,stuart,florida,san francisco,california,,
2008,38,Fia Backstrom,1970,stockholm,sweden,new York,new York,,
2008,45,MK Guth,1963,stevens point,wisconsin,portland,oregon,,
2008,38,Olaf Breuning,1970,schaffhausen,switzerland,new York,new York,,
2008,57,Matt Mullican,1951,santa monica,california,new york,new york,,
2008,42,Harry Dodge,1966,San Francisco,ca,Los Angeles,california,,
2008,30,luke fischbeck,1978,san francisco,ca,los angeles,california,,
2008,68,Mary Heilmann,1940,san francisco,california,new york,new york,,
2008,76,Robert Bechtle,1932,San Francisco,ca,san francisco,California,,
2008,40,Stanya Kahn,1968,San Francisco,ca,Los Angeles,california,,
2008,37,Matthew Brannon,1971,saint maries,idaho,new York,new York,,
2008,32,Amy Granat,1976,Saint Louis,missouri,new york,new york,,
2008,39,Fritz Haeg,1969,saint cloud,minnesota,los angeles,california,,
2008,36,Patrick Hill,1972,royal oak,michigan,los angeles,california,,
2008,35,Phoebe Washburn,1973,poughkeepsie,new york,new york,new york,,
2008,33,Adler Guerrier,1975,port-au-prince,haiti,miami,florida,,
2008,51,Karen Kilimnik,1957,philadelphia,pennsylvania,philadelphia,pennsylvania,,
2008,46,Lisa Sigal,1962,philadelphia,pennsylvania,new york,new york,,
2008,38,Michael Queenland,1970,pasadena,california,new york,new york,,
2008,32,Gardar Eide Einarsson,1976,oslo,norway,new york,new york,,
2008,33,Joe Bradley,1975,old orchard beach,maine,new York,new York,,
2008,34,Ruben Ochoa,1974,oceanside,california,los angeles,california,,
2008,35,Jedidiah Caesar,1973,oakland,california,Los Angeles,california,,
2008,57,Leslie Thornton,1951,oak ridge,tennessee,new york,new york,,
2008,41,Frances Stark,1967,newport beach,california,los angeles,california,,
2008,43,Jason Rhoades,1965,newcastle,california,los angeles,california,,
2008,35,Adam Putnam,1973,new york,new york,new york,new york,,
2008,48,Coco Fusco,1960,new york,new york,new york,new york,,
2008,47,Jennifer Montgomery,1961,new york,new york,chicago,illinois,,
2008,40,Marina Rosenfeld,1968,new york,new york,new york,new york,,
2008,42,Rachel Harrison,1966,new york,new york,new york,new york,,
2008,38,Heather Rowe,1970,new haven,connecticut,new york,new york,,
2008,77,John Baldessari,1931,national city,ca,santa monica,California,,
2008,33,Bert Rodriguez,1975,miami,florida,miami,florida,,
2008,39,Roe Ethridge,1969,miami,Florida,new york,new york,,
2008,43,Kevin Jerome Everson,1965,mansfield,ohio,charlottesville,virginia,,
2008,51,Daniel Joseph Martinez,1957,los angeles,ca,los angeles,california,,
2008,36,Edgar Arceneaux,1972,Los Angeles,ca,Los Angeles,California,,
2008,35,Mario Ybarra Jr.,1973,los angeles,california,los angeles,california,,
2008,33,Mika Tajima,1975,los angeles,california,new york,new york,,
2008,28,Rashawn Griffin,1980,los angeles,ca,new york,new york,,
2008,30,Ry Rocklen,1978,los angeles,california,los angeles,california,,
2008,50,Charles Long,1958,long branch,new jersey,los angeles,california,,
2008,32,Walead Beshty,1976,london,england,Los Angeles,california,,
2008,39,Corey McCorkle,1969,la crosse,wisconsin,new york,new york,,
2008,41,Ellen Harvey,1967,kent,england,new york,new york,,
2008,36,Omer Fast,1972,jerusalem,Israel,berlin,germany,,
2008,40,Julia Meltzer,1968,hollywood,california,los angeles,california,,
2008,47,kembra pfahler,1961,hermosa beach,california,new york,new york,,
2008,57,James Welling,1951,hartford,connecticut,los angeles,california,,
2008,37,Carol Bove,1971,geneva,switzerland,new York,new York,,
2008,38,Alice Konitz,1970,essen ,germany,los angeles,california,,
2008,37,Shannon Ebner,1971,englewood,new jersey,los Angeles,california,,
2008,35,Seth Price,1973,east jerusalem,israel,new york,new york,,
2008,32,Agathe Snow,1976,corsica,france,new york,new york,,
2008,39,Rodney McMillian,1969,columbia,south carolina,los angeles,california,,
2008,32,howie chen,1976,cincinnati,ohio,new york,new york,,
2008,33,Amanda Ross-Ho,1975,chicago,illinois,los angeles,california,,
2008,31,Melanie Schiff,1977,chicago,illinois,chicago,illinois,,
2008,36,Drew Heitzler,1972,charleston,south carolina,los angeles,ca,,
2008,37,David Reinfurt,1971,chapel hill,north carolina,new york,new york,,
2008,46,William E. Jones,1962,canton,ohio,los angeles,california,,
2008,36,Bozidar Brazda,1972,cambridge,canada,new York,new York,,
2008,32,Mika Rottenberg,1976,buenos aires,argentina,new york,new york,,
2008,40,Rita Ackermann,1968,budapest,hungary,new York,new York,,
2008,61,Louise Lawler,1947,bronxville,new york,new york,new york,,
2008,48,David Thorne,1960,boston,ma,los angeles,california,,
2008,47,DJ Olive,1961,boston,ma,new york,new york,,
2008,64,Olivier Mosset,1944,bern,switzerland,tuscon,arizona,,
2008,33,Cheyney Thompson,1975,baton rouge,louisiana,new york,new york,,
2008,51,Spike Lee,1957,atlanta,georgia,new york,new york,,
2008,39,Robert Fenz,1969,ann arbor,michigan,cambridge,Massachusetts,,
2010,30,Aki Sasamoto,1980,Yokohama,Japan,Brooklyn,New York,,
2010,52,Dawn Clements,1958,Woburn,Massachusetts,Brooklyn,New York,,
2010,35,Kate Gilmore,1975,Washington,DC,New York,New York,,
2010,35,Alex Hubbard,1975,Toledo,Oregon,Brooklyn,New York,,
2010,60,Julia Fish,1950,Toledo,Oregon,Chicago,Illinois,,
2010,50,Maureen Gallace,1960,Stamford,Connecticut,New York,New York,,
2010,50,Martin Kersels,1960,Sierra Madre,California,Los Angeles,California,,
2010,29,Tauba Auerbach,1981,San Francisco,California,New York,New York,,
2010,31,David Adamo,1979,Rochester,New York,Berlin,Germany,,
2010,45,Ellen Gallagher,1965,Providence,Rhode Isl,,,,
2010,36,Sarah Crowner,1974,Philadelphia,Pennsylvania,Brooklyn,New York,,
2010,47,Pae White,1963,Pasadena,California,Los Angeles,California,,
2010,40,Storm Tharp,1970,Ontario,Oregon,Portland,Oregon,,
2010,66,Roland Flexner,1944,Nice,France,New York,New York,,
2010,37,Marianne Vitale,1973,New York,New York,New York,New York,,
2010,50,Nina Berman,1960,New York,New York,New York,New York,,
2010,73,Robert Grosvenor,1937,New York,New York,Long Island,New York,,
2010,31,Rashaad Newsome,1979,New Orleans,Louisiana,New York,New York,,
2010,69,Babette Mangolte,1941,Montmorot (Jura),France,New York,New York,,
2010,33,Lesley Vance,1977,Milwaukee,Wisconsin,Los Angeles,California,,
2010,37,Stephanie Sinclair,1973,Miami,Florida,Brooklyn,New York,,
2010,69,Suzan Frecon,1941,Mexico,Pennsylvania,New York,New York,,
2010,46,Scott Short,1964,Marion,Ohio,Chicago,Illinois,,
2010,39,Daniel McDonald,1971,Los Angeles,California,New York,New York,,
2010,31,Hannah Greely,1979,Los Angeles,California,Los Angeles,California,,
2010,48,Jeffrey Inaba,1962,Los Angeles,California,New York,New York,,
2010,67,Michael Asher,1943,Los Angeles,California,Los Angeles,California,,
2010,46,Josephine Meckseper,1964,Lilienthal,Germany,New York,New York,,
2010,38,Thomas Houseago,1972,Leeds,England,Los Angeles,California,,
2010,48,Huma Bhabha,1962,Karachi,Pakistan,Poughkeepsie,New York,,
2010,28,Aurel Schmidt,1982,Kamloops,British Columbia,New York,New York,,
2010,24,Tam Tran,1986,Hue,Vietnam,Memphis,Tennessee,,
2010,35,Richard Aldrich,1975,Hampton,Virginia,Brooklyn,New York,,
2010,55,Jim Lutes,1955,Fort Lewis,Washington,Chicago,Illinois,,
2010,30,Josh Brand,1980,Elkhorn,Wisconsin,Brooklyn,New York,,
2010,47,Edgar Cleijne,1963,Eindovern,The Netherlands/,,,,
2010,39,Kelly Nipper,1971,Edina,Minnesota,Los Angeles,California,,
2010,37,Erika Vogt,1973,East Newark,New Jersey,Los Angeles,California,,
2010,57,James Casebere,1953,East Lansing,Michigan,Brooklyn,New York,,
2010,31,Curtis Mann,1979,Dayton,Ohio,Chicago,Illinois,,
2010,53,George Condo,1957,Concord,New Hampshire,New York,New York,,
2010,57,Charles Ray,1953,Chicago,Illinois,Los Angeles,California,,
2010,39,Jessica Jackson Hutchins,1971,Chicago,Illinois,Portland,Oregon,,
2010,37,Theaster Gates,1973,Chicago,Illinois,Chicago,Illinois,,
2010,76,Lorraine O’Grady,1934,Boston,Massachusetts,New York,New York,,
2010,49,R.H. Quaytman,1961,Boston,Massachusetts,New York,New York,,
2010,40,Sharon Hayes,1970,Baltimore,Maryland,New York,New York,,
2010,53,Ari Marcopoulos,1957,Amsterdam,The Netherlands,Sonoma,California,,
2010,67,Robert Williams,1943,Albuquerque,New Mexico,Chatsworth,California,,
